Team 1 Team 2,Pred1,Pred2,,Team 2 Team 1,Pred2,Pred1
cincinnati wichita st.,0.398545459,0.601454541,,wichita st. cincinnati,0.601454541,0.398545459
cincinnati wisconsin,0.397758181,0.602241819,,wisconsin cincinnati,0.602241819,0.397758181
cincinnati xavier,0.25075256,0.74924744,,xavier cincinnati,0.74924744,0.25075256
cincinnati yale,0.454178877,0.545821123,,yale cincinnati,0.545821123,0.454178877
colorado connecticut,0.414143987,0.585856013,,connecticut colorado,0.585856013,0.414143987
colorado cal st. bakersfield,0.769878026,0.230121974,,cal st. bakersfield colorado,0.230121974,0.769878026
colorado dayton,0.419869915,0.580130085,,dayton colorado,0.580130085,0.419869915
colorado duke,0.230887803,0.769112197,,duke colorado,0.769112197,0.230887803
colorado fairleigh dickinson,0.909658885,0.090341115,,fairleigh dickinson colorado,0.090341115,0.909658885
colorado florida gulf coast,0.887087592,0.112912408,,florida gulf coast colorado,0.112912408,0.887087592
colorado fresno st.,0.577025677,0.422974323,,fresno st. colorado,0.422974323,0.577025677
colorado gonzaga,0.286057123,0.713942877,,gonzaga colorado,0.713942877,0.286057123
colorado hampton,0.797196684,0.202803316,,hampton colorado,0.202803316,0.797196684
colorado hawaii,0.365570759,0.634429241,,hawaii colorado,0.634429241,0.365570759
colorado holy cross,0.948556503,0.051443497,,holy cross colorado,0.051443497,0.948556503
colorado indiana,0.284376067,0.715623933,,indiana colorado,0.715623933,0.284376067
colorado iona,0.630783174,0.369216826,,iona colorado,0.369216826,0.630783174
colorado iowa,0.303418016,0.696581984,,iowa colorado,0.696581984,0.303418016
colorado iowa st.,0.287760123,0.712239877,,iowa st. colorado,0.712239877,0.287760123
colorado kansas,0.137918252,0.862081748,,kansas colorado,0.862081748,0.137918252
colorado kentucky,0.287207245,0.712792755,,kentucky colorado,0.712792755,0.287207245
colorado maryland,0.242855586,0.757144414,,maryland colorado,0.757144414,0.242855586
colorado miami fl,0.187724122,0.812275878,,miami fl colorado,0.812275878,0.187724122
colorado michigan,0.424457933,0.575542067,,michigan colorado,0.575542067,0.424457933
colorado michigan st.,0.239341679,0.760658321,,michigan st. colorado,0.760658321,0.239341679
colorado middle tennessee,0.66710211,0.33289789,,middle tennessee colorado,0.33289789,0.66710211
colorado north carolina,0.194726674,0.805273326,,north carolina colorado,0.805273326,0.194726674
colorado northern iowa,0.546440997,0.453559003,,northern iowa colorado,0.453559003,0.546440997
colorado notre dame,0.28713496,0.71286504,,notre dame colorado,0.71286504,0.28713496
colorado oklahoma,0.239885156,0.760114844,,oklahoma colorado,0.760114844,0.239885156
colorado oregon,0.197335896,0.802664104,,oregon colorado,0.802664104,0.197335896
colorado oregon st.,0.427557215,0.572442785,,oregon st. colorado,0.572442785,0.427557215
colorado pittsburgh,0.385827152,0.614172848,,pittsburgh colorado,0.614172848,0.385827152
colorado providence,0.371177303,0.628822697,,providence colorado,0.628822697,0.371177303
colorado purdue,0.306141011,0.693858989,,purdue colorado,0.693858989,0.306141011
colorado south dakota st.,0.590446584,0.409553416,,south dakota st. colorado,0.409553416,0.590446584
colorado seton hall,0.349339608,0.650660392,,seton hall colorado,0.650660392,0.349339608
colorado stephen f. austin,0.509406751,0.490593249,,stephen f. austin colorado,0.490593249,0.509406751
colorado southern,0.895633932,0.104366068,,southern colorado,0.104366068,0.895633932
colorado saint joseph's,0.382782736,0.617217264,,saint joseph's colorado,0.617217264,0.382782736
colorado stony brook,0.580983819,0.419016181,,stony brook colorado,0.419016181,0.580983819
colorado syracuse,0.424966404,0.575033596,,syracuse colorado,0.575033596,0.424966404
colorado temple,0.563524435,0.436475565,,temple colorado,0.436475565,0.563524435
colorado texas,0.38597841,0.61402159,,texas colorado,0.61402159,0.38597841
colorado texas a&m,0.276315238,0.723684762,,texas a&m colorado,0.723684762,0.276315238
colorado texas tech,0.35597189,0.64402811,,texas tech colorado,0.64402811,0.35597189
colorado tulsa,0.556562533,0.443437467,,tulsa colorado,0.443437467,0.556562533
colorado unc asheville,0.795778666,0.204221334,,unc asheville colorado,0.204221334,0.795778666
colorado unc wilmington,0.582262055,0.417737945,,unc wilmington colorado,0.417737945,0.582262055
colorado usc,0.501342366,0.498657634,,usc colorado,0.498657634,0.501342366
colorado utah,0.229161204,0.770838796,,utah colorado,0.770838796,0.229161204
colorado vcu,0.509708814,0.490291186,,vcu colorado,0.490291186,0.509708814
colorado vanderbilt,0.430267035,0.569732965,,vanderbilt colorado,0.569732965,0.430267035
colorado villanova,0.190890348,0.809109652,,villanova colorado,0.809109652,0.190890348
colorado virginia,0.227299723,0.772700277,,virginia colorado,0.772700277,0.227299723
colorado weber st.,0.767780147,0.232219853,,weber st. colorado,0.232219853,0.767780147
colorado west virginia,0.276478064,0.723521936,,west virginia colorado,0.723521936,0.276478064
colorado green bay,0.607913924,0.392086076,,green bay colorado,0.392086076,0.607913924
colorado wichita st.,0.368780436,0.631219564,,wichita st. colorado,0.631219564,0.368780436
colorado wisconsin,0.325311828,0.674688172,,wisconsin colorado,0.674688172,0.325311828
colorado xavier,0.255914013,0.744085987,,xavier colorado,0.744085987,0.255914013
colorado yale,0.456165589,0.543834411,,yale colorado,0.543834411,0.456165589
connecticut cal st. bakersfield,0.865521685,0.134478315,,cal st. bakersfield connecticut,0.134478315,0.865521685
connecticut dayton,0.559975163,0.440024837,,dayton connecticut,0.440024837,0.559975163
connecticut duke,0.291617427,0.708382573,,duke connecticut,0.708382573,0.291617427
connecticut fairleigh dickinson,0.950358402,0.049641598,,fairleigh dickinson connecticut,0.049641598,0.950358402
connecticut florida gulf coast,0.946727488,0.053272512,,florida gulf coast connecticut,0.053272512,0.946727488
connecticut fresno st.,0.751198099,0.248801901,,fresno st. connecticut,0.248801901,0.751198099
connecticut gonzaga,0.434675826,0.565324174,,gonzaga connecticut,0.565324174,0.434675826
connecticut hampton,0.847028554,0.152971446,,hampton connecticut,0.152971446,0.847028554
connecticut hawaii,0.571181457,0.428818543,,hawaii connecticut,0.428818543,0.571181457
connecticut holy cross,0.978407861,0.021592139,,holy cross connecticut,0.021592139,0.978407861
connecticut indiana,0.309568525,0.690431475,,indiana connecticut,0.690431475,0.309568525
connecticut iona,0.806306637,0.193693363,,iona connecticut,0.193693363,0.806306637
connecticut iowa,0.504527391,0.495472609,,iowa connecticut,0.495472609,0.504527391
connecticut iowa st.,0.455617472,0.544382528,,iowa st. connecticut,0.544382528,0.455617472
connecticut kansas,0.149773483,0.850226517,,kansas connecticut,0.850226517,0.149773483
connecticut kentucky,0.296178167,0.703821833,,kentucky connecticut,0.703821833,0.296178167
connecticut maryland,0.348921334,0.651078666,,maryland connecticut,0.651078666,0.348921334
connecticut miami fl,0.167005853,0.832994147,,miami fl connecticut,0.832994147,0.167005853
connecticut michigan,0.578546103,0.421453897,,michigan connecticut,0.421453897,0.578546103
connecticut michigan st.,0.219560179,0.780439821,,michigan st. connecticut,0.780439821,0.219560179
connecticut middle tennessee,0.810210021,0.189789979,,middle tennessee connecticut,0.189789979,0.810210021
connecticut north carolina,0.257307079,0.742692921,,north carolina connecticut,0.742692921,0.257307079
connecticut northern iowa,0.804600257,0.195399743,,northern iowa connecticut,0.195399743,0.804600257
connecticut notre dame,0.316758033,0.683241967,,notre dame connecticut,0.683241967,0.316758033
connecticut oklahoma,0.229851002,0.770148998,,oklahoma connecticut,0.770148998,0.229851002
connecticut oregon,0.202974974,0.797025026,,oregon connecticut,0.797025026,0.202974974
connecticut oregon st.,0.658547111,0.341452889,,oregon st. connecticut,0.341452889,0.658547111
connecticut pittsburgh,0.503914841,0.496085159,,pittsburgh connecticut,0.496085159,0.503914841
connecticut providence,0.498808069,0.501191931,,providence connecticut,0.501191931,0.498808069
connecticut purdue,0.394295914,0.605704086,,purdue connecticut,0.605704086,0.394295914
connecticut south dakota st.,0.72015967,0.27984033,,south dakota st. connecticut,0.27984033,0.72015967
connecticut seton hall,0.334494863,0.665505137,,seton hall connecticut,0.665505137,0.334494863
connecticut stephen f. austin,0.638905329,0.361094671,,stephen f. austin connecticut,0.361094671,0.638905329
connecticut southern,0.953040813,0.046959187,,southern connecticut,0.046959187,0.953040813
connecticut saint joseph's,0.517030385,0.482969615,,saint joseph's connecticut,0.482969615,0.517030385
connecticut stony brook,0.793795259,0.206204741,,stony brook connecticut,0.206204741,0.793795259
connecticut syracuse,0.543013628,0.456986372,,syracuse connecticut,0.456986372,0.543013628
connecticut temple,0.585337553,0.414662447,,temple connecticut,0.414662447,0.585337553
connecticut texas,0.418664734,0.581335266,,texas connecticut,0.581335266,0.418664734
connecticut texas a&m,0.325893529,0.674106471,,texas a&m connecticut,0.674106471,0.325893529
connecticut texas tech,0.464289864,0.535710136,,texas tech connecticut,0.535710136,0.464289864
connecticut tulsa,0.735230132,0.264769868,,tulsa connecticut,0.264769868,0.735230132
connecticut unc asheville,0.880983858,0.119016142,,unc asheville connecticut,0.119016142,0.880983858
connecticut unc wilmington,0.698179049,0.301820951,,unc wilmington connecticut,0.301820951,0.698179049
connecticut usc,0.643869512,0.356130488,,usc connecticut,0.356130488,0.643869512
connecticut utah,0.291031405,0.708968595,,utah connecticut,0.708968595,0.291031405
connecticut vcu,0.607709699,0.392290301,,vcu connecticut,0.392290301,0.607709699
connecticut vanderbilt,0.632492167,0.367507833,,vanderbilt connecticut,0.367507833,0.632492167
connecticut villanova,0.173678609,0.826321391,,villanova connecticut,0.826321391,0.173678609
connecticut virginia,0.234995181,0.765004819,,virginia connecticut,0.765004819,0.234995181
connecticut weber st.,0.84076057,0.15923943,,weber st. connecticut,0.15923943,0.84076057
connecticut west virginia,0.3303632,0.6696368,,west virginia connecticut,0.6696368,0.3303632
connecticut green bay,0.747880623,0.252119377,,green bay connecticut,0.252119377,0.747880623
connecticut wichita st.,0.545468531,0.454531469,,wichita st. connecticut,0.454531469,0.545468531
connecticut wisconsin,0.522649148,0.477350852,,wisconsin connecticut,0.477350852,0.522649148
connecticut xavier,0.281410401,0.718589599,,xavier connecticut,0.718589599,0.281410401
connecticut yale,0.582596403,0.417403597,,yale connecticut,0.417403597,0.582596403
cal st. bakersfield dayton,0.161083523,0.838916477,,dayton cal st. bakersfield,0.838916477,0.161083523
cal st. bakersfield duke,0.091085807,0.908914193,,duke cal st. bakersfield,0.908914193,0.091085807
cal st. bakersfield fairleigh dickinson,0.838607091,0.161392909,,fairleigh dickinson cal st. bakersfield,0.161392909,0.838607091
cal st. bakersfield florida gulf coast,0.773929393,0.226070607,,florida gulf coast cal st. bakersfield,0.226070607,0.773929393
cal st. bakersfield fresno st.,0.267560494,0.732439506,,fresno st. cal st. bakersfield,0.732439506,0.267560494
cal st. bakersfield gonzaga,0.128493403,0.871506597,,gonzaga cal st. bakersfield,0.871506597,0.128493403
cal st. bakersfield hampton,0.69380274,0.30619726,,hampton cal st. bakersfield,0.30619726,0.69380274
cal st. bakersfield hawaii,0.228327765,0.771672235,,hawaii cal st. bakersfield,0.771672235,0.228327765
cal st. bakersfield holy cross,0.918583147,0.081416853,,holy cross cal st. bakersfield,0.081416853,0.918583147
cal st. bakersfield indiana,0.082380093,0.917619907,,indiana cal st. bakersfield,0.917619907,0.082380093
cal st. bakersfield iona,0.513388895,0.486611105,,iona cal st. bakersfield,0.486611105,0.513388895
cal st. bakersfield iowa,0.130107108,0.869892892,,iowa cal st. bakersfield,0.869892892,0.130107108
cal st. bakersfield iowa st.,0.115721443,0.884278557,,iowa st. cal st. bakersfield,0.884278557,0.115721443
cal st. bakersfield kansas,0.040601618,0.959398382,,kansas cal st. bakersfield,0.959398382,0.040601618
cal st. bakersfield kentucky,0.128396866,0.871603134,,kentucky cal st. bakersfield,0.871603134,0.128396866
cal st. bakersfield maryland,0.076277337,0.923722663,,maryland cal st. bakersfield,0.923722663,0.076277337
cal st. bakersfield miami fl,0.05802691,0.94197309,,miami fl cal st. bakersfield,0.94197309,0.05802691
cal st. bakersfield michigan,0.222417004,0.777582996,,michigan cal st. bakersfield,0.777582996,0.222417004
cal st. bakersfield michigan st.,0.073174966,0.926825034,,michigan st. cal st. bakersfield,0.926825034,0.073174966
cal st. bakersfield middle tennessee,0.40181623,0.59818377,,middle tennessee cal st. bakersfield,0.59818377,0.40181623
cal st. bakersfield north carolina,0.090774513,0.909225487,,north carolina cal st. bakersfield,0.909225487,0.090774513
cal st. bakersfield northern iowa,0.216841438,0.783158562,,northern iowa cal st. bakersfield,0.783158562,0.216841438
cal st. bakersfield notre dame,0.070552332,0.929447668,,notre dame cal st. bakersfield,0.929447668,0.070552332
cal st. bakersfield oklahoma,0.058610347,0.941389653,,oklahoma cal st. bakersfield,0.941389653,0.058610347
cal st. bakersfield oregon,0.082555822,0.917444178,,oregon cal st. bakersfield,0.917444178,0.082555822
cal st. bakersfield oregon st.,0.161954148,0.838045852,,oregon st. cal st. bakersfield,0.838045852,0.161954148
cal st. bakersfield pittsburgh,0.186546623,0.813453377,,pittsburgh cal st. bakersfield,0.813453377,0.186546623
cal st. bakersfield providence,0.104535018,0.895464982,,providence cal st. bakersfield,0.895464982,0.104535018
cal st. bakersfield purdue,0.135263957,0.864736043,,purdue cal st. bakersfield,0.864736043,0.135263957
cal st. bakersfield south dakota st.,0.339614373,0.660385627,,south dakota st. cal st. bakersfield,0.660385627,0.339614373
cal st. bakersfield seton hall,0.089045027,0.910954973,,seton hall cal st. bakersfield,0.910954973,0.089045027
cal st. bakersfield stephen f. austin,0.274430002,0.725569998,,stephen f. austin cal st. bakersfield,0.725569998,0.274430002
cal st. bakersfield southern,0.849476487,0.150523513,,southern cal st. bakersfield,0.150523513,0.849476487
cal st. bakersfield saint joseph's,0.14881272,0.85118728,,saint joseph's cal st. bakersfield,0.85118728,0.14881272
cal st. bakersfield stony brook,0.360873828,0.639126172,,stony brook cal st. bakersfield,0.639126172,0.360873828
cal st. bakersfield syracuse,0.205919802,0.794080198,,syracuse cal st. bakersfield,0.794080198,0.205919802
cal st. bakersfield temple,0.263389069,0.736610931,,temple cal st. bakersfield,0.736610931,0.263389069
cal st. bakersfield texas,0.173720967,0.826279033,,texas cal st. bakersfield,0.826279033,0.173720967
cal st. bakersfield texas a&m,0.076301272,0.923698728,,texas a&m cal st. bakersfield,0.923698728,0.076301272
cal st. bakersfield texas tech,0.162927169,0.837072831,,texas tech cal st. bakersfield,0.837072831,0.162927169
cal st. bakersfield tulsa,0.285394345,0.714605655,,tulsa cal st. bakersfield,0.714605655,0.285394345
cal st. bakersfield unc asheville,0.622169378,0.377830622,,unc asheville cal st. bakersfield,0.377830622,0.622169378
cal st. bakersfield unc wilmington,0.265008847,0.734991153,,unc wilmington cal st. bakersfield,0.734991153,0.265008847
cal st. bakersfield usc,0.169643114,0.830356886,,usc cal st. bakersfield,0.830356886,0.169643114
cal st. bakersfield utah,0.06118807,0.93881193,,utah cal st. bakersfield,0.93881193,0.06118807
cal st. bakersfield vcu,0.246784463,0.753215537,,vcu cal st. bakersfield,0.753215537,0.246784463
cal st. bakersfield vanderbilt,0.188568159,0.811431841,,vanderbilt cal st. bakersfield,0.811431841,0.188568159
cal st. bakersfield villanova,0.055105367,0.944894633,,villanova cal st. bakersfield,0.944894633,0.055105367
cal st. bakersfield virginia,0.08126288,0.91873712,,virginia cal st. bakersfield,0.91873712,0.08126288
cal st. bakersfield weber st.,0.60532608,0.39467392,,weber st. cal st. bakersfield,0.39467392,0.60532608
cal st. bakersfield west virginia,0.108829833,0.891170167,,west virginia cal st. bakersfield,0.891170167,0.108829833
cal st. bakersfield green bay,0.523055204,0.476944796,,green bay cal st. bakersfield,0.476944796,0.523055204
cal st. bakersfield wichita st.,0.147246301,0.852753699,,wichita st. cal st. bakersfield,0.852753699,0.147246301
cal st. bakersfield wisconsin,0.123372336,0.876627664,,wisconsin cal st. bakersfield,0.876627664,0.123372336
cal st. bakersfield xavier,0.088504527,0.911495473,,xavier cal st. bakersfield,0.911495473,0.088504527
cal st. bakersfield yale,0.160238153,0.839761847,,yale cal st. bakersfield,0.839761847,0.160238153
dayton duke,0.244299227,0.755700773,,duke dayton,0.755700773,0.244299227
dayton fairleigh dickinson,0.938891832,0.061108168,,fairleigh dickinson dayton,0.061108168,0.938891832
dayton florida gulf coast,0.922045357,0.077954643,,florida gulf coast dayton,0.077954643,0.922045357
dayton fresno st.,0.63822887,0.36177113,,fresno st. dayton,0.36177113,0.63822887
dayton gonzaga,0.357892386,0.642107614,,gonzaga dayton,0.642107614,0.357892386
dayton hampton,0.819615522,0.180384478,,hampton dayton,0.180384478,0.819615522
dayton hawaii,0.536486049,0.463513951,,hawaii dayton,0.463513951,0.536486049
dayton holy cross,0.97096967,0.02903033,,holy cross dayton,0.02903033,0.97096967
dayton indiana,0.326703792,0.673296208,,indiana dayton,0.673296208,0.326703792
dayton iona,0.670622936,0.329377064,,iona dayton,0.329377064,0.670622936
dayton iowa,0.367616907,0.632383093,,iowa dayton,0.632383093,0.367616907
dayton iowa st.,0.369630936,0.630369064,,iowa st. dayton,0.630369064,0.369630936
dayton kansas,0.123670304,0.876329696,,kansas dayton,0.876329696,0.123670304
dayton kentucky,0.262831444,0.737168556,,kentucky dayton,0.737168556,0.262831444
dayton maryland,0.279603966,0.720396034,,maryland dayton,0.720396034,0.279603966
dayton miami fl,0.182969043,0.817030957,,miami fl dayton,0.817030957,0.182969043
dayton michigan,0.511115031,0.488884969,,michigan dayton,0.488884969,0.511115031
dayton michigan st.,0.19927073,0.80072927,,michigan st. dayton,0.80072927,0.19927073
dayton middle tennessee,0.723381808,0.276618192,,middle tennessee dayton,0.276618192,0.723381808
dayton north carolina,0.167965281,0.832034719,,north carolina dayton,0.832034719,0.167965281
dayton northern iowa,0.670560254,0.329439746,,northern iowa dayton,0.329439746,0.670560254
dayton notre dame,0.351829378,0.648170622,,notre dame dayton,0.648170622,0.351829378
dayton oklahoma,0.208680672,0.791319328,,oklahoma dayton,0.791319328,0.208680672
dayton oregon,0.142354075,0.857645925,,oregon dayton,0.857645925,0.142354075
dayton oregon st.,0.557161832,0.442838168,,oregon st. dayton,0.442838168,0.557161832
dayton pittsburgh,0.44047599,0.55952401,,pittsburgh dayton,0.55952401,0.44047599
dayton providence,0.404702589,0.595297411,,providence dayton,0.595297411,0.404702589
dayton purdue,0.320090521,0.679909479,,purdue dayton,0.679909479,0.320090521
dayton south dakota st.,0.719121792,0.280878208,,south dakota st. dayton,0.280878208,0.719121792
dayton seton hall,0.336802399,0.663197601,,seton hall dayton,0.663197601,0.336802399
dayton stephen f. austin,0.546131729,0.453868271,,stephen f. austin dayton,0.453868271,0.546131729
dayton southern,0.919088859,0.080911141,,southern dayton,0.080911141,0.919088859
dayton saint joseph's,0.4061276,0.5938724,,saint joseph's dayton,0.5938724,0.4061276
dayton stony brook,0.75794335,0.24205665,,stony brook dayton,0.24205665,0.75794335
dayton syracuse,0.49529062,0.50470938,,syracuse dayton,0.50470938,0.49529062
dayton temple,0.667770043,0.332229957,,temple dayton,0.332229957,0.667770043
dayton texas,0.340165517,0.659834483,,texas dayton,0.659834483,0.340165517
dayton texas a&m,0.250880737,0.749119263,,texas a&m dayton,0.749119263,0.250880737
dayton texas tech,0.361994435,0.638005565,,texas tech dayton,0.638005565,0.361994435
dayton tulsa,0.649638561,0.350361439,,tulsa dayton,0.350361439,0.649638561
dayton unc asheville,0.870605136,0.129394864,,unc asheville dayton,0.129394864,0.870605136
dayton unc wilmington,0.618546193,0.381453807,,unc wilmington dayton,0.381453807,0.618546193
dayton usc,0.590801283,0.409198717,,usc dayton,0.409198717,0.590801283
dayton utah,0.213209963,0.786790037,,utah dayton,0.786790037,0.213209963
dayton vcu,0.571049903,0.428950097,,vcu dayton,0.428950097,0.571049903
dayton vanderbilt,0.553301438,0.446698562,,vanderbilt dayton,0.446698562,0.553301438
dayton villanova,0.162775581,0.837224419,,villanova dayton,0.837224419,0.162775581
dayton virginia,0.175476738,0.824523262,,virginia dayton,0.824523262,0.175476738
dayton weber st.,0.788950547,0.211049453,,weber st. dayton,0.211049453,0.788950547
dayton west virginia,0.235480167,0.764519833,,west virginia dayton,0.764519833,0.235480167
dayton green bay,0.710699185,0.289300815,,green bay dayton,0.289300815,0.710699185
dayton wichita st.,0.535829846,0.464170154,,wichita st. dayton,0.464170154,0.535829846
dayton wisconsin,0.478203295,0.521796705,,wisconsin dayton,0.521796705,0.478203295
dayton xavier,0.192610114,0.807389886,,xavier dayton,0.807389886,0.192610114
dayton yale,0.544593097,0.455406903,,yale dayton,0.455406903,0.544593097
duke fairleigh dickinson,0.962863168,0.037136832,,fairleigh dickinson duke,0.037136832,0.962863168
duke florida gulf coast,0.942271201,0.057728799,,florida gulf coast duke,0.057728799,0.942271201
duke fresno st.,0.805070168,0.194929832,,fresno st. duke,0.194929832,0.805070168
duke gonzaga,0.639296739,0.360703261,,gonzaga duke,0.360703261,0.639296739
duke hampton,0.925300846,0.074699154,,hampton duke,0.074699154,0.925300846
duke hawaii,0.748311896,0.251688104,,hawaii duke,0.251688104,0.748311896
duke holy cross,0.96935154,0.03064846,,holy cross duke,0.03064846,0.96935154
duke indiana,0.436086275,0.563913725,,indiana duke,0.563913725,0.436086275
duke iona,0.854053526,0.145946474,,iona duke,0.145946474,0.854053526
duke iowa,0.701388134,0.298611866,,iowa duke,0.298611866,0.701388134
duke iowa st.,0.541243209,0.458756791,,iowa st. duke,0.458756791,0.541243209
duke kansas,0.264282178,0.735717822,,kansas duke,0.735717822,0.264282178
duke kentucky,0.468115182,0.531884818,,kentucky duke,0.531884818,0.468115182
duke maryland,0.500732425,0.499267575,,maryland duke,0.499267575,0.500732425
duke miami fl,0.301575692,0.698424308,,miami fl duke,0.698424308,0.301575692
duke michigan,0.697282554,0.302717446,,michigan duke,0.302717446,0.697282554
duke michigan st.,0.444344201,0.555655799,,michigan st. duke,0.555655799,0.444344201
duke middle tennessee,0.878678537,0.121321463,,middle tennessee duke,0.121321463,0.878678537
duke north carolina,0.353908048,0.646091952,,north carolina duke,0.646091952,0.353908048
duke northern iowa,0.874300498,0.125699502,,northern iowa duke,0.125699502,0.874300498
duke notre dame,0.50482201,0.49517799,,notre dame duke,0.49517799,0.50482201
duke oklahoma,0.344745221,0.655254779,,oklahoma duke,0.655254779,0.344745221
duke oregon,0.384619761,0.615380239,,oregon duke,0.615380239,0.384619761
duke oregon st.,0.780790836,0.219209164,,oregon st. duke,0.219209164,0.780790836
duke pittsburgh,0.634620166,0.365379834,,pittsburgh duke,0.365379834,0.634620166
duke providence,0.623700992,0.376299008,,providence duke,0.376299008,0.623700992
duke purdue,0.620426465,0.379573535,,purdue duke,0.379573535,0.620426465
duke south dakota st.,0.847928842,0.152071158,,south dakota st. duke,0.152071158,0.847928842
duke seton hall,0.596051249,0.403948751,,seton hall duke,0.403948751,0.596051249
duke stephen f. austin,0.792697874,0.207302126,,stephen f. austin duke,0.207302126,0.792697874
duke southern,0.960924443,0.039075557,,southern duke,0.039075557,0.960924443
duke saint joseph's,0.766595289,0.233404711,,saint joseph's duke,0.233404711,0.766595289
duke stony brook,0.849971793,0.150028207,,stony brook duke,0.150028207,0.849971793
duke syracuse,0.657976262,0.342023738,,syracuse duke,0.342023738,0.657976262
duke temple,0.722763518,0.277236482,,temple duke,0.277236482,0.722763518
duke texas,0.632852968,0.367147032,,texas duke,0.367147032,0.632852968
duke texas a&m,0.524844206,0.475155794,,texas a&m duke,0.475155794,0.524844206
duke texas tech,0.707813446,0.292186554,,texas tech duke,0.292186554,0.707813446
duke tulsa,0.87412373,0.12587627,,tulsa duke,0.12587627,0.87412373
duke unc asheville,0.895038716,0.104961284,,unc asheville duke,0.104961284,0.895038716
duke unc wilmington,0.672982513,0.327017487,,unc wilmington duke,0.327017487,0.672982513
duke usc,0.807952255,0.192047745,,usc duke,0.192047745,0.807952255
duke utah,0.447687887,0.552312113,,utah duke,0.552312113,0.447687887
duke vcu,0.782196663,0.217803337,,vcu duke,0.217803337,0.782196663
duke vanderbilt,0.76350733,0.23649267,,vanderbilt duke,0.23649267,0.76350733
duke villanova,0.267288802,0.732711198,,villanova duke,0.732711198,0.267288802
duke virginia,0.31204702,0.68795298,,virginia duke,0.68795298,0.31204702
duke weber st.,0.865483445,0.134516555,,weber st. duke,0.134516555,0.865483445
duke west virginia,0.384342941,0.615657059,,west virginia duke,0.615657059,0.384342941
duke green bay,0.877243867,0.122756133,,green bay duke,0.122756133,0.877243867
duke wichita st.,0.671639305,0.328360695,,wichita st. duke,0.328360695,0.671639305
duke wisconsin,0.767447708,0.232552292,,wisconsin duke,0.232552292,0.767447708
duke xavier,0.411857311,0.588142689,,xavier duke,0.588142689,0.411857311
duke yale,0.771002554,0.228997446,,yale duke,0.228997446,0.771002554
fairleigh dickinson florida gulf coast,0.264600956,0.735399044,,florida gulf coast fairleigh dickinson,0.735399044,0.264600956
fairleigh dickinson fresno st.,0.116072432,0.883927568,,fresno st. fairleigh dickinson,0.883927568,0.116072432
fairleigh dickinson gonzaga,0.053981086,0.946018914,,gonzaga fairleigh dickinson,0.946018914,0.053981086
fairleigh dickinson hampton,0.336425654,0.663574346,,hampton fairleigh dickinson,0.663574346,0.336425654
fairleigh dickinson hawaii,0.128128324,0.871871676,,hawaii fairleigh dickinson,0.871871676,0.128128324
fairleigh dickinson holy cross,0.540587175,0.459412825,,holy cross fairleigh dickinson,0.459412825,0.540587175
fairleigh dickinson indiana,0.035004923,0.964995077,,indiana fairleigh dickinson,0.964995077,0.035004923
fairleigh dickinson iona,0.184291935,0.815708065,,iona fairleigh dickinson,0.815708065,0.184291935
fairleigh dickinson iowa,0.038640584,0.961359416,,iowa fairleigh dickinson,0.961359416,0.038640584
fairleigh dickinson iowa st.,0.044386424,0.955613576,,iowa st. fairleigh dickinson,0.955613576,0.044386424
fairleigh dickinson kansas,0.021536617,0.978463383,,kansas fairleigh dickinson,0.978463383,0.021536617
fairleigh dickinson kentucky,0.048984837,0.951015163,,kentucky fairleigh dickinson,0.951015163,0.048984837
fairleigh dickinson maryland,0.046666451,0.953333549,,maryland fairleigh dickinson,0.953333549,0.046666451
fairleigh dickinson miami fl,0.034568462,0.965431538,,miami fl fairleigh dickinson,0.965431538,0.034568462
fairleigh dickinson michigan,0.071746632,0.928253368,,michigan fairleigh dickinson,0.928253368,0.071746632
fairleigh dickinson michigan st.,0.032225073,0.967774927,,michigan st. fairleigh dickinson,0.967774927,0.032225073
fairleigh dickinson middle tennessee,0.127626688,0.872373312,,middle tennessee fairleigh dickinson,0.872373312,0.127626688
fairleigh dickinson north carolina,0.036852861,0.963147139,,north carolina fairleigh dickinson,0.963147139,0.036852861
fairleigh dickinson northern iowa,0.070569056,0.929430944,,northern iowa fairleigh dickinson,0.929430944,0.070569056
fairleigh dickinson notre dame,0.050386541,0.949613459,,notre dame fairleigh dickinson,0.949613459,0.050386541
fairleigh dickinson oklahoma,0.02774441,0.97225559,,oklahoma fairleigh dickinson,0.97225559,0.02774441
fairleigh dickinson oregon,0.030256271,0.969743729,,oregon fairleigh dickinson,0.969743729,0.030256271
fairleigh dickinson oregon st.,0.050301338,0.949698662,,oregon st. fairleigh dickinson,0.949698662,0.050301338
fairleigh dickinson pittsburgh,0.080106508,0.919893492,,pittsburgh fairleigh dickinson,0.919893492,0.080106508
fairleigh dickinson providence,0.048303235,0.951696765,,providence fairleigh dickinson,0.951696765,0.048303235
fairleigh dickinson purdue,0.058910204,0.941089796,,purdue fairleigh dickinson,0.941089796,0.058910204
fairleigh dickinson south dakota st.,0.132398567,0.867601433,,south dakota st. fairleigh dickinson,0.867601433,0.132398567
fairleigh dickinson seton hall,0.043126293,0.956873707,,seton hall fairleigh dickinson,0.956873707,0.043126293
fairleigh dickinson stephen f. austin,0.109819236,0.890180764,,stephen f. austin fairleigh dickinson,0.890180764,0.109819236
