Team 1 Team 2,Pred1,Pred2,,Team 2 Team 1,Pred2,Pred1
colorado duke,0.184582501,0.815417499,,duke colorado,0.815417499,0.184582501
colorado fairleigh dickinson,0.971583262,0.028416738,,fairleigh dickinson colorado,0.028416738,0.971583262
colorado florida gulf coast,0.871044596,0.128955404,,florida gulf coast colorado,0.128955404,0.871044596
colorado fresno st.,0.628455424,0.371544576,,fresno st. colorado,0.371544576,0.628455424
colorado gonzaga,0.312491401,0.687508599,,gonzaga colorado,0.687508599,0.312491401
colorado hampton,0.952966604,0.047033396,,hampton colorado,0.047033396,0.952966604
colorado hawaii,0.63290914,0.36709086,,hawaii colorado,0.36709086,0.63290914
colorado holy cross,0.958392487,0.041607513,,holy cross colorado,0.041607513,0.958392487
colorado indiana,0.255244197,0.744755803,,indiana colorado,0.744755803,0.255244197
colorado iona,0.798873055,0.201126945,,iona colorado,0.201126945,0.798873055
colorado iowa,0.479824023,0.520175977,,iowa colorado,0.520175977,0.479824023
colorado iowa st.,0.29829105,0.70170895,,iowa st. colorado,0.70170895,0.29829105
colorado kansas,0.042449106,0.957550894,,kansas colorado,0.957550894,0.042449106
colorado kentucky,0.134990714,0.865009286,,kentucky colorado,0.865009286,0.134990714
colorado maryland,0.244088719,0.755911281,,maryland colorado,0.755911281,0.244088719
colorado miami fl,0.13074083,0.86925917,,miami fl colorado,0.86925917,0.13074083
colorado michigan,0.383989726,0.616010274,,michigan colorado,0.616010274,0.383989726
colorado michigan st.,0.136672992,0.863327008,,michigan st. colorado,0.863327008,0.136672992
colorado middle tennessee,0.703517446,0.296482554,,middle tennessee colorado,0.296482554,0.703517446
colorado north carolina,0.069325002,0.930674998,,north carolina colorado,0.930674998,0.069325002
colorado northern iowa,0.489405366,0.510594634,,northern iowa colorado,0.510594634,0.489405366
colorado notre dame,0.275914156,0.724085844,,notre dame colorado,0.724085844,0.275914156
colorado oklahoma,0.15278759,0.84721241,,oklahoma colorado,0.84721241,0.15278759
colorado oregon,0.109273955,0.890726045,,oregon colorado,0.890726045,0.109273955
colorado oregon st.,0.572324448,0.427675552,,oregon st. colorado,0.427675552,0.572324448
colorado pittsburgh,0.469900326,0.530099674,,pittsburgh colorado,0.530099674,0.469900326
colorado providence,0.313795138,0.686204862,,providence colorado,0.686204862,0.313795138
colorado purdue,0.29373366,0.70626634,,purdue colorado,0.70626634,0.29373366
colorado south dakota st.,0.678069876,0.321930124,,south dakota st. colorado,0.321930124,0.678069876
colorado seton hall,0.330727067,0.669272933,,seton hall colorado,0.669272933,0.330727067
colorado stephen f. austin,0.598612533,0.401387467,,stephen f. austin colorado,0.401387467,0.598612533
colorado southern,0.934152837,0.065847163,,southern colorado,0.065847163,0.934152837
colorado saint joseph's,0.336289998,0.663710002,,saint joseph's colorado,0.663710002,0.336289998
colorado stony brook,0.804287007,0.195712993,,stony brook colorado,0.195712993,0.804287007
colorado syracuse,0.41906716,0.58093284,,syracuse colorado,0.58093284,0.41906716
colorado temple,0.590257388,0.409742612,,temple colorado,0.409742612,0.590257388
colorado texas,0.372475026,0.627524974,,texas colorado,0.627524974,0.372475026
colorado texas a&m,0.18492243,0.81507757,,texas a&m colorado,0.81507757,0.18492243
colorado texas tech,0.503914237,0.496085763,,texas tech colorado,0.496085763,0.503914237
colorado tulsa,0.686795673,0.313204327,,tulsa colorado,0.313204327,0.686795673
colorado unc asheville,0.839875955,0.160124045,,unc asheville colorado,0.160124045,0.839875955
colorado unc wilmington,0.655857061,0.344142939,,unc wilmington colorado,0.344142939,0.655857061
colorado usc,0.550779539,0.449220461,,usc colorado,0.449220461,0.550779539
colorado utah,0.175767751,0.824232249,,utah colorado,0.824232249,0.175767751
colorado vcu,0.459038966,0.540961034,,vcu colorado,0.540961034,0.459038966
colorado vanderbilt,0.559235788,0.440764212,,vanderbilt colorado,0.440764212,0.559235788
colorado villanova,0.060456519,0.939543481,,villanova colorado,0.939543481,0.060456519
colorado virginia,0.053468331,0.946531669,,virginia colorado,0.946531669,0.053468331
colorado weber st.,0.817825214,0.182174786,,weber st. colorado,0.182174786,0.817825214
colorado west virginia,0.168896939,0.831103061,,west virginia colorado,0.831103061,0.168896939
colorado green bay,0.673037899,0.326962101,,green bay colorado,0.326962101,0.673037899
colorado wichita st.,0.399830064,0.600169936,,wichita st. colorado,0.600169936,0.399830064
colorado wisconsin,0.380356616,0.619643384,,wisconsin colorado,0.619643384,0.380356616
colorado xavier,0.214024515,0.785975485,,xavier colorado,0.785975485,0.214024515
colorado yale,0.70152599,0.29847401,,yale colorado,0.29847401,0.70152599
connecticut cal st. bakersfield,0.875842666,0.124157334,,cal st. bakersfield connecticut,0.124157334,0.875842666
connecticut dayton,0.673049316,0.326950684,,dayton connecticut,0.326950684,0.673049316
connecticut duke,0.333192338,0.666807662,,duke connecticut,0.666807662,0.333192338
connecticut fairleigh dickinson,0.986609172,0.013390828,,fairleigh dickinson connecticut,0.013390828,0.986609172
connecticut florida gulf coast,0.935993368,0.064006632,,florida gulf coast connecticut,0.064006632,0.935993368
connecticut fresno st.,0.743019799,0.256980201,,fresno st. connecticut,0.256980201,0.743019799
connecticut gonzaga,0.475029334,0.524970666,,gonzaga connecticut,0.524970666,0.475029334
connecticut hampton,0.978616937,0.021383063,,hampton connecticut,0.021383063,0.978616937
connecticut hawaii,0.732290738,0.267709262,,hawaii connecticut,0.267709262,0.732290738
connecticut holy cross,0.983375312,0.016624688,,holy cross connecticut,0.016624688,0.983375312
connecticut indiana,0.412348554,0.587651446,,indiana connecticut,0.587651446,0.412348554
connecticut iona,0.869626681,0.130373319,,iona connecticut,0.130373319,0.869626681
connecticut iowa,0.624594884,0.375405116,,iowa connecticut,0.375405116,0.624594884
connecticut iowa st.,0.479876189,0.520123811,,iowa st. connecticut,0.520123811,0.479876189
connecticut kansas,0.103116251,0.896883749,,kansas connecticut,0.896883749,0.103116251
connecticut kentucky,0.279480027,0.720519973,,kentucky connecticut,0.720519973,0.279480027
connecticut maryland,0.386359995,0.613640005,,maryland connecticut,0.613640005,0.386359995
connecticut miami fl,0.254714605,0.745285395,,miami fl connecticut,0.745285395,0.254714605
connecticut michigan,0.520811595,0.479188405,,michigan connecticut,0.479188405,0.520811595
connecticut michigan st.,0.278004875,0.721995125,,michigan st. connecticut,0.721995125,0.278004875
connecticut middle tennessee,0.797935019,0.202064981,,middle tennessee connecticut,0.202064981,0.797935019
connecticut north carolina,0.160015178,0.839984822,,north carolina connecticut,0.839984822,0.160015178
connecticut northern iowa,0.637499854,0.362500146,,northern iowa connecticut,0.362500146,0.637499854
connecticut notre dame,0.42881663,0.57118337,,notre dame connecticut,0.57118337,0.42881663
connecticut oklahoma,0.284834771,0.715165229,,oklahoma connecticut,0.715165229,0.284834771
connecticut oregon,0.216850024,0.783149976,,oregon connecticut,0.783149976,0.216850024
connecticut oregon st.,0.694804847,0.305195153,,oregon st. connecticut,0.305195153,0.694804847
connecticut pittsburgh,0.607942523,0.392057477,,pittsburgh connecticut,0.392057477,0.607942523
connecticut providence,0.451430219,0.548569781,,providence connecticut,0.548569781,0.451430219
connecticut purdue,0.439122218,0.560877782,,purdue connecticut,0.560877782,0.439122218
connecticut south dakota st.,0.787283135,0.212716865,,south dakota st. connecticut,0.212716865,0.787283135
connecticut seton hall,0.466152686,0.533847314,,seton hall connecticut,0.533847314,0.466152686
connecticut stephen f. austin,0.713401445,0.286598555,,stephen f. austin connecticut,0.286598555,0.713401445
connecticut southern,0.973743424,0.026256576,,southern connecticut,0.026256576,0.973743424
connecticut saint joseph's,0.479754178,0.520245822,,saint joseph's connecticut,0.520245822,0.479754178
connecticut stony brook,0.865048037,0.134951963,,stony brook connecticut,0.134951963,0.865048037
connecticut syracuse,0.568588897,0.431411103,,syracuse connecticut,0.431411103,0.568588897
connecticut temple,0.725443133,0.274556867,,temple connecticut,0.274556867,0.725443133
connecticut texas,0.526063882,0.473936118,,texas connecticut,0.473936118,0.526063882
connecticut texas a&m,0.309666666,0.690333334,,texas a&m connecticut,0.690333334,0.309666666
connecticut texas tech,0.633334523,0.366665477,,texas tech connecticut,0.366665477,0.633334523
connecticut tulsa,0.779369636,0.220630364,,tulsa connecticut,0.220630364,0.779369636
connecticut unc asheville,0.90780832,0.09219168,,unc asheville connecticut,0.09219168,0.90780832
connecticut unc wilmington,0.743423133,0.256576867,,unc wilmington connecticut,0.256576867,0.743423133
connecticut usc,0.684502589,0.315497411,,usc connecticut,0.315497411,0.684502589
connecticut utah,0.283087195,0.716912805,,utah connecticut,0.716912805,0.283087195
connecticut vcu,0.604526744,0.395473256,,vcu connecticut,0.395473256,0.604526744
connecticut vanderbilt,0.710160414,0.289839586,,vanderbilt connecticut,0.289839586,0.710160414
connecticut villanova,0.150053258,0.849946742,,villanova connecticut,0.849946742,0.150053258
connecticut virginia,0.151543872,0.848456128,,virginia connecticut,0.848456128,0.151543872
connecticut weber st.,0.893718987,0.106281013,,weber st. connecticut,0.106281013,0.893718987
connecticut west virginia,0.280206213,0.719793787,,west virginia connecticut,0.719793787,0.280206213
connecticut green bay,0.811135856,0.188864144,,green bay connecticut,0.188864144,0.811135856
connecticut wichita st.,0.585160517,0.414839483,,wichita st. connecticut,0.414839483,0.585160517
connecticut wisconsin,0.53611117,0.46388883,,wisconsin connecticut,0.46388883,0.53611117
connecticut xavier,0.352718097,0.647281903,,xavier connecticut,0.647281903,0.352718097
connecticut yale,0.753824678,0.246175322,,yale connecticut,0.246175322,0.753824678
cal st. bakersfield dayton,0.210804809,0.789195191,,dayton cal st. bakersfield,0.789195191,0.210804809
cal st. bakersfield duke,0.052967996,0.947032004,,duke cal st. bakersfield,0.947032004,0.052967996
cal st. bakersfield fairleigh dickinson,0.881861186,0.118138814,,fairleigh dickinson cal st. bakersfield,0.118138814,0.881861186
cal st. bakersfield florida gulf coast,0.56452407,0.43547593,,florida gulf coast cal st. bakersfield,0.43547593,0.56452407
cal st. bakersfield fresno st.,0.235429667,0.764570333,,fresno st. cal st. bakersfield,0.764570333,0.235429667
cal st. bakersfield gonzaga,0.086623766,0.913376234,,gonzaga cal st. bakersfield,0.913376234,0.086623766
cal st. bakersfield hampton,0.781199624,0.218800376,,hampton cal st. bakersfield,0.218800376,0.781199624
cal st. bakersfield hawaii,0.252903256,0.747096744,,hawaii cal st. bakersfield,0.747096744,0.252903256
cal st. bakersfield holy cross,0.794082951,0.205917049,,holy cross cal st. bakersfield,0.205917049,0.794082951
cal st. bakersfield indiana,0.056399047,0.943600953,,indiana cal st. bakersfield,0.943600953,0.056399047
cal st. bakersfield iona,0.438835942,0.561164058,,iona cal st. bakersfield,0.561164058,0.438835942
cal st. bakersfield iowa,0.134849763,0.865150237,,iowa cal st. bakersfield,0.865150237,0.134849763
cal st. bakersfield iowa st.,0.060062622,0.939937378,,iowa st. cal st. bakersfield,0.939937378,0.060062622
cal st. bakersfield kansas,0.015628556,0.984371444,,kansas cal st. bakersfield,0.984371444,0.015628556
cal st. bakersfield kentucky,0.035045293,0.964954707,,kentucky cal st. bakersfield,0.964954707,0.035045293
cal st. bakersfield maryland,0.074423813,0.925576187,,maryland cal st. bakersfield,0.925576187,0.074423813
cal st. bakersfield miami fl,0.044094027,0.955905973,,miami fl cal st. bakersfield,0.955905973,0.044094027
cal st. bakersfield michigan,0.134570228,0.865429772,,michigan cal st. bakersfield,0.865429772,0.134570228
cal st. bakersfield michigan st.,0.027754805,0.972245195,,michigan st. cal st. bakersfield,0.972245195,0.027754805
cal st. bakersfield middle tennessee,0.270705358,0.729294642,,middle tennessee cal st. bakersfield,0.729294642,0.270705358
cal st. bakersfield north carolina,0.019131945,0.980868055,,north carolina cal st. bakersfield,0.980868055,0.019131945
cal st. bakersfield northern iowa,0.177951503,0.822048497,,northern iowa cal st. bakersfield,0.822048497,0.177951503
cal st. bakersfield notre dame,0.082827173,0.917172827,,notre dame cal st. bakersfield,0.917172827,0.082827173
cal st. bakersfield oklahoma,0.04573889,0.95426111,,oklahoma cal st. bakersfield,0.95426111,0.04573889
cal st. bakersfield oregon,0.034669142,0.965330858,,oregon cal st. bakersfield,0.965330858,0.034669142
cal st. bakersfield oregon st.,0.21536947,0.78463053,,oregon st. cal st. bakersfield,0.78463053,0.21536947
cal st. bakersfield pittsburgh,0.147118838,0.852881162,,pittsburgh cal st. bakersfield,0.852881162,0.147118838
cal st. bakersfield providence,0.124605988,0.875394012,,providence cal st. bakersfield,0.875394012,0.124605988
cal st. bakersfield purdue,0.072739169,0.927260831,,purdue cal st. bakersfield,0.927260831,0.072739169
cal st. bakersfield south dakota st.,0.284469287,0.715530713,,south dakota st. cal st. bakersfield,0.715530713,0.284469287
cal st. bakersfield seton hall,0.106689153,0.893310847,,seton hall cal st. bakersfield,0.893310847,0.106689153
cal st. bakersfield stephen f. austin,0.218926378,0.781073622,,stephen f. austin cal st. bakersfield,0.781073622,0.218926378
cal st. bakersfield southern,0.769219073,0.230780927,,southern cal st. bakersfield,0.230780927,0.769219073
cal st. bakersfield saint joseph's,0.107516248,0.892483752,,saint joseph's cal st. bakersfield,0.892483752,0.107516248
cal st. bakersfield stony brook,0.406534208,0.593465792,,stony brook cal st. bakersfield,0.593465792,0.406534208
cal st. bakersfield syracuse,0.137516031,0.862483969,,syracuse cal st. bakersfield,0.862483969,0.137516031
cal st. bakersfield temple,0.224958396,0.775041604,,temple cal st. bakersfield,0.775041604,0.224958396
cal st. bakersfield texas,0.135451566,0.864548434,,texas cal st. bakersfield,0.864548434,0.135451566
cal st. bakersfield texas a&m,0.066262672,0.933737328,,texas a&m cal st. bakersfield,0.933737328,0.066262672
cal st. bakersfield texas tech,0.173339069,0.826660931,,texas tech cal st. bakersfield,0.826660931,0.173339069
cal st. bakersfield tulsa,0.287319945,0.712680055,,tulsa cal st. bakersfield,0.712680055,0.287319945
cal st. bakersfield unc asheville,0.49630085,0.50369915,,unc asheville cal st. bakersfield,0.50369915,0.49630085
cal st. bakersfield unc wilmington,0.267760205,0.732239795,,unc wilmington cal st. bakersfield,0.732239795,0.267760205
cal st. bakersfield usc,0.187759634,0.812240366,,usc cal st. bakersfield,0.812240366,0.187759634
cal st. bakersfield utah,0.080386835,0.919613165,,utah cal st. bakersfield,0.919613165,0.080386835
cal st. bakersfield vcu,0.17738227,0.82261773,,vcu cal st. bakersfield,0.82261773,0.17738227
cal st. bakersfield vanderbilt,0.185911808,0.814088192,,vanderbilt cal st. bakersfield,0.814088192,0.185911808
cal st. bakersfield villanova,0.019974322,0.980025678,,villanova cal st. bakersfield,0.980025678,0.019974322
cal st. bakersfield virginia,0.01790995,0.98209005,,virginia cal st. bakersfield,0.98209005,0.01790995
cal st. bakersfield weber st.,0.457311345,0.542688655,,weber st. cal st. bakersfield,0.542688655,0.457311345
cal st. bakersfield west virginia,0.059608917,0.940391083,,west virginia cal st. bakersfield,0.940391083,0.059608917
cal st. bakersfield green bay,0.273365232,0.726634768,,green bay cal st. bakersfield,0.726634768,0.273365232
cal st. bakersfield wichita st.,0.130449894,0.869550106,,wichita st. cal st. bakersfield,0.869550106,0.130449894
cal st. bakersfield wisconsin,0.140335748,0.859664252,,wisconsin cal st. bakersfield,0.859664252,0.140335748
cal st. bakersfield xavier,0.062531662,0.937468338,,xavier cal st. bakersfield,0.937468338,0.062531662
cal st. bakersfield yale,0.354565467,0.645434533,,yale cal st. bakersfield,0.645434533,0.354565467
dayton duke,0.144238573,0.855761427,,duke dayton,0.855761427,0.144238573
dayton fairleigh dickinson,0.959824527,0.040175473,,fairleigh dickinson dayton,0.040175473,0.959824527
dayton florida gulf coast,0.824691245,0.175308755,,florida gulf coast dayton,0.175308755,0.824691245
dayton fresno st.,0.571637474,0.428362526,,fresno st. dayton,0.428362526,0.571637474
dayton gonzaga,0.268694521,0.731305479,,gonzaga dayton,0.731305479,0.268694521
dayton hampton,0.935801937,0.064198063,,hampton dayton,0.064198063,0.935801937
dayton hawaii,0.589969104,0.410030896,,hawaii dayton,0.410030896,0.589969104
dayton holy cross,0.944959797,0.055040203,,holy cross dayton,0.055040203,0.944959797
dayton indiana,0.206010154,0.793989846,,indiana dayton,0.793989846,0.206010154
dayton iona,0.769396459,0.230603541,,iona dayton,0.230603541,0.769396459
dayton iowa,0.410534158,0.589465842,,iowa dayton,0.589465842,0.410534158
dayton iowa st.,0.231890217,0.768109783,,iowa st. dayton,0.768109783,0.231890217
dayton kansas,0.034487813,0.965512187,,kansas dayton,0.965512187,0.034487813
dayton kentucky,0.104457325,0.895542675,,kentucky dayton,0.895542675,0.104457325
dayton maryland,0.201241677,0.798758323,,maryland dayton,0.798758323,0.201241677
dayton miami fl,0.102139269,0.897860731,,miami fl dayton,0.897860731,0.102139269
dayton michigan,0.347632479,0.652367521,,michigan dayton,0.652367521,0.347632479
dayton michigan st.,0.105126638,0.894873362,,michigan st. dayton,0.894873362,0.105126638
dayton middle tennessee,0.641282518,0.358717482,,middle tennessee dayton,0.358717482,0.641282518
dayton north carolina,0.0533704,0.9466296,,north carolina dayton,0.9466296,0.0533704
dayton northern iowa,0.433956713,0.566043287,,northern iowa dayton,0.566043287,0.433956713
dayton notre dame,0.224191491,0.775808509,,notre dame dayton,0.775808509,0.224191491
dayton oklahoma,0.115423707,0.884576293,,oklahoma dayton,0.884576293,0.115423707
dayton oregon,0.088713105,0.911286895,,oregon dayton,0.911286895,0.088713105
dayton oregon st.,0.509582275,0.490417725,,oregon st. dayton,0.490417725,0.509582275
dayton pittsburgh,0.418846788,0.581153212,,pittsburgh dayton,0.581153212,0.418846788
dayton providence,0.268505494,0.731494506,,providence dayton,0.731494506,0.268505494
dayton purdue,0.249412482,0.750587518,,purdue dayton,0.750587518,0.249412482
dayton south dakota st.,0.633291418,0.366708582,,south dakota st. dayton,0.366708582,0.633291418
dayton seton hall,0.271939434,0.728060566,,seton hall dayton,0.728060566,0.271939434
dayton stephen f. austin,0.561692518,0.438307482,,stephen f. austin dayton,0.438307482,0.561692518
dayton southern,0.905274967,0.094725033,,southern dayton,0.094725033,0.905274967
dayton saint joseph's,0.300614577,0.699385423,,saint joseph's dayton,0.699385423,0.300614577
dayton stony brook,0.768352261,0.231647739,,stony brook dayton,0.231647739,0.768352261
dayton syracuse,0.361265178,0.638734822,,syracuse dayton,0.638734822,0.361265178
dayton temple,0.533642102,0.466357898,,temple dayton,0.466357898,0.533642102
dayton texas,0.297751666,0.702248334,,texas dayton,0.702248334,0.297751666
dayton texas a&m,0.155834291,0.844165709,,texas a&m dayton,0.844165709,0.155834291
dayton texas tech,0.433310243,0.566689757,,texas tech dayton,0.566689757,0.433310243
dayton tulsa,0.659340313,0.340659687,,tulsa dayton,0.340659687,0.659340313
dayton unc asheville,0.798356385,0.201643615,,unc asheville dayton,0.201643615,0.798356385
dayton unc wilmington,0.618224168,0.381775832,,unc wilmington dayton,0.381775832,0.618224168
dayton usc,0.504465785,0.495534215,,usc dayton,0.495534215,0.504465785
dayton utah,0.151153901,0.848846099,,utah dayton,0.848846099,0.151153901
dayton vcu,0.431277315,0.568722685,,vcu dayton,0.568722685,0.431277315
dayton vanderbilt,0.497367437,0.502632563,,vanderbilt dayton,0.502632563,0.497367437
dayton villanova,0.048380962,0.951619038,,villanova dayton,0.951619038,0.048380962
dayton virginia,0.039964477,0.960035523,,virginia dayton,0.960035523,0.039964477
dayton weber st.,0.76068098,0.23931902,,weber st. dayton,0.23931902,0.76068098
dayton west virginia,0.13325888,0.86674112,,west virginia dayton,0.86674112,0.13325888
dayton green bay,0.615883663,0.384116337,,green bay dayton,0.384116337,0.615883663
dayton wichita st.,0.343294785,0.656705215,,wichita st. dayton,0.656705215,0.343294785
dayton wisconsin,0.319293462,0.680706538,,wisconsin dayton,0.680706538,0.319293462
dayton xavier,0.167024266,0.832975734,,xavier dayton,0.832975734,0.167024266
dayton yale,0.701788327,0.298211673,,yale dayton,0.298211673,0.701788327
duke fairleigh dickinson,0.993218855,0.006781145,,fairleigh dickinson duke,0.006781145,0.993218855
duke florida gulf coast,0.976873207,0.023126793,,florida gulf coast duke,0.023126793,0.976873207
duke fresno st.,0.900429982,0.099570018,,fresno st. duke,0.099570018,0.900429982
duke gonzaga,0.654742165,0.345257835,,gonzaga duke,0.345257835,0.654742165
duke hampton,0.99075689,0.00924311,,hampton duke,0.00924311,0.99075689
duke hawaii,0.861297787,0.138702213,,hawaii duke,0.138702213,0.861297787
duke holy cross,0.99252025,0.00747975,,holy cross duke,0.00747975,0.99252025
duke indiana,0.605548344,0.394451656,,indiana duke,0.394451656,0.605548344
duke iona,0.941033692,0.058966308,,iona duke,0.058966308,0.941033692
duke iowa,0.738821221,0.261178779,,iowa duke,0.261178779,0.738821221
duke iowa st.,0.605414311,0.394585689,,iowa st. duke,0.394585689,0.605414311
duke kansas,0.204773517,0.795226483,,kansas duke,0.795226483,0.204773517
duke kentucky,0.447615601,0.552384399,,kentucky duke,0.552384399,0.447615601
duke maryland,0.560681231,0.439318769,,maryland duke,0.439318769,0.560681231
duke miami fl,0.401424343,0.598575657,,miami fl duke,0.598575657,0.401424343
duke michigan,0.699403771,0.300596229,,michigan duke,0.300596229,0.699403771
duke michigan st.,0.491986542,0.508013458,,michigan st. duke,0.508013458,0.491986542
duke middle tennessee,0.930222521,0.069777479,,middle tennessee duke,0.069777479,0.930222521
duke north carolina,0.313576595,0.686423405,,north carolina duke,0.686423405,0.313576595
duke northern iowa,0.806179052,0.193820948,,northern iowa duke,0.193820948,0.806179052
duke notre dame,0.607048806,0.392951194,,notre dame duke,0.392951194,0.607048806
duke oklahoma,0.444088141,0.555911859,,oklahoma duke,0.555911859,0.444088141
duke oregon,0.380689405,0.619310595,,oregon duke,0.619310595,0.380689405
duke oregon st.,0.843490735,0.156509265,,oregon st. duke,0.156509265,0.843490735
duke pittsburgh,0.749303358,0.250696642,,pittsburgh duke,0.250696642,0.749303358
duke providence,0.643205838,0.356794162,,providence duke,0.356794162,0.643205838
duke purdue,0.602416578,0.397583422,,purdue duke,0.397583422,0.602416578
duke south dakota st.,0.887685736,0.112314264,,south dakota st. duke,0.112314264,0.887685736
duke seton hall,0.643423771,0.356576229,,seton hall duke,0.356576229,0.643423771
duke stephen f. austin,0.840803617,0.159196383,,stephen f. austin duke,0.159196383,0.840803617
duke southern,0.989378685,0.010621315,,southern duke,0.010621315,0.989378685
duke saint joseph's,0.663061744,0.336938256,,saint joseph's duke,0.336938256,0.663061744
duke stony brook,0.942979324,0.057020676,,stony brook duke,0.057020676,0.942979324
duke syracuse,0.711755009,0.288244991,,syracuse duke,0.288244991,0.711755009
duke temple,0.887751945,0.112248055,,temple duke,0.112248055,0.887751945
duke texas,0.683837225,0.316162775,,texas duke,0.316162775,0.683837225
duke texas a&m,0.469622652,0.530377348,,texas a&m duke,0.530377348,0.469622652
duke texas tech,0.781269619,0.218730381,,texas tech duke,0.218730381,0.781269619
duke tulsa,0.891953577,0.108046423,,tulsa duke,0.108046423,0.891953577
duke unc asheville,0.962549713,0.037450287,,unc asheville duke,0.037450287,0.962549713
duke unc wilmington,0.88491853,0.11508147,,unc wilmington duke,0.11508147,0.88491853
duke usc,0.820851121,0.179148879,,usc duke,0.179148879,0.820851121
duke utah,0.44085105,0.55914895,,utah duke,0.55914895,0.44085105
duke vcu,0.732964917,0.267035083,,vcu duke,0.267035083,0.732964917
duke vanderbilt,0.788830171,0.211169829,,vanderbilt duke,0.211169829,0.788830171
duke villanova,0.298275527,0.701724473,,villanova duke,0.701724473,0.298275527
duke virginia,0.293030596,0.706969404,,virginia duke,0.706969404,0.293030596
duke weber st.,0.959794137,0.040205863,,weber st. duke,0.040205863,0.959794137
duke west virginia,0.424541143,0.575458857,,west virginia duke,0.575458857,0.424541143
duke green bay,0.921881488,0.078118512,,green bay duke,0.078118512,0.921881488
duke wichita st.,0.706034696,0.293965304,,wichita st. duke,0.293965304,0.706034696
duke wisconsin,0.691791858,0.308208142,,wisconsin duke,0.308208142,0.691791858
duke xavier,0.523077802,0.476922198,,xavier duke,0.476922198,0.523077802
duke yale,0.885557101,0.114442899,,yale duke,0.114442899,0.885557101
fairleigh dickinson florida gulf coast,0.167071458,0.832928542,,florida gulf coast fairleigh dickinson,0.832928542,0.167071458
fairleigh dickinson fresno st.,0.046771463,0.953228537,,fresno st. fairleigh dickinson,0.953228537,0.046771463
fairleigh dickinson gonzaga,0.009111761,0.990888239,,gonzaga fairleigh dickinson,0.990888239,0.009111761
fairleigh dickinson hampton,0.342067888,0.657932112,,hampton fairleigh dickinson,0.657932112,0.342067888
fairleigh dickinson hawaii,0.032049535,0.967950465,,hawaii fairleigh dickinson,0.967950465,0.032049535
fairleigh dickinson holy cross,0.373808008,0.626191992,,holy cross fairleigh dickinson,0.626191992,0.373808008
fairleigh dickinson indiana,0.006008102,0.993991898,,indiana fairleigh dickinson,0.993991898,0.006008102
fairleigh dickinson iona,0.084419617,0.915580383,,iona fairleigh dickinson,0.915580383,0.084419617
fairleigh dickinson iowa,0.015021983,0.984978017,,iowa fairleigh dickinson,0.984978017,0.015021983
fairleigh dickinson iowa st.,0.007474749,0.992525251,,iowa st. fairleigh dickinson,0.992525251,0.007474749
fairleigh dickinson kansas,0.004058592,0.995941408,,kansas fairleigh dickinson,0.995941408,0.004058592
fairleigh dickinson kentucky,0.005808674,0.994191326,,kentucky fairleigh dickinson,0.994191326,0.005808674
fairleigh dickinson maryland,0.008111393,0.991888607,,maryland fairleigh dickinson,0.991888607,0.008111393
fairleigh dickinson miami fl,0.005828218,0.994171782,,miami fl fairleigh dickinson,0.994171782,0.005828218
fairleigh dickinson michigan,0.01641986,0.98358014,,michigan fairleigh dickinson,0.98358014,0.01641986
fairleigh dickinson michigan st.,0.004732024,0.995267976,,michigan st. fairleigh dickinson,0.995267976,0.004732024
fairleigh dickinson middle tennessee,0.062077522,0.937922478,,middle tennessee fairleigh dickinson,0.937922478,0.062077522
fairleigh dickinson north carolina,0.00474325,0.99525675,,north carolina fairleigh dickinson,0.99525675,0.00474325
fairleigh dickinson northern iowa,0.032439814,0.967560186,,northern iowa fairleigh dickinson,0.967560186,0.032439814
fairleigh dickinson notre dame,0.008626544,0.991373456,,notre dame fairleigh dickinson,0.991373456,0.008626544
fairleigh dickinson oklahoma,0.006145259,0.993854741,,oklahoma fairleigh dickinson,0.993854741,0.006145259
fairleigh dickinson oregon,0.005107781,0.994892219,,oregon fairleigh dickinson,0.994892219,0.005107781
fairleigh dickinson oregon st.,0.035883639,0.964116361,,oregon st. fairleigh dickinson,0.964116361,0.035883639
fairleigh dickinson pittsburgh,0.015621759,0.984378241,,pittsburgh fairleigh dickinson,0.984378241,0.015621759
fairleigh dickinson providence,0.016836955,0.983163045,,providence fairleigh dickinson,0.983163045,0.016836955
fairleigh dickinson purdue,0.007719965,0.992280035,,purdue fairleigh dickinson,0.992280035,0.007719965
fairleigh dickinson south dakota st.,0.038329537,0.961670463,,south dakota st. fairleigh dickinson,0.961670463,0.038329537
fairleigh dickinson seton hall,0.012385481,0.987614519,,seton hall fairleigh dickinson,0.987614519,0.012385481
fairleigh dickinson stephen f. austin,0.020548098,0.979451902,,stephen f. austin fairleigh dickinson,0.979451902,0.020548098
fairleigh dickinson southern,0.33170504,0.66829496,,southern fairleigh dickinson,0.66829496,0.33170504
fairleigh dickinson saint joseph's,0.012896103,0.987103897,,saint joseph's fairleigh dickinson,0.987103897,0.012896103
fairleigh dickinson stony brook,0.07075317,0.92924683,,stony brook fairleigh dickinson,0.92924683,0.07075317
fairleigh dickinson syracuse,0.015825953,0.984174047,,syracuse fairleigh dickinson,0.984174047,0.015825953
fairleigh dickinson temple,0.050657685,0.949342315,,temple fairleigh dickinson,0.949342315,0.050657685
fairleigh dickinson texas,0.016881988,0.983118012,,texas fairleigh dickinson,0.983118012,0.016881988
